bs,runtime,qdepth,bw_mbs,lat_s,osd_op_w_lat,op_queue_lat,osd_on_committed_lat,bluestore_writes_lat,bluestore_simple_writes_lat,bluestore_deferred_writes_lat,kv_queue_lat,bluestore_kv_sync_lat,bluestore_kvq_lat,bluestore_simple_service_lat,bluestore_deferred_service_lat
4096,30,48,47.20312500000000000000,.00397050133789000000,0.002310482,6.8148e-05,0.002144599,0.002001684,0.002037656,0.000818331,0.000579465,0.000731263,0.001657676,0.001214263,0.000555681
