bluestore_simple_service_lat
0.000684428
0.000684318
0.000873507
0.000575229
0.00147343
0.000756207
0.000919935
0.000848971
0.00109046
0.000962715
0.000324075
0.00149018
0.00149004
0.00148995
0.00148988
0.00148979
0.00148972
0.00148965
0.00148956
0.00090487
0.000904763
0.00090471
0.000904656
0.000904606
0.000904553
0.000904503
0.000904449
0.000904399
0.000904346
0.000904296
0.000904242
0.000904192
0.000904139
0.000904088
0.000904035
0.000903985
0.000903931
0.000903881
0.000903828
0.000903778
0.000903724
0.000903674
0.000903621
0.000903571
0.000883476
0.000883366
0.000883293
0.000883239
0.000883189
0.000883136
0.000883085
0.000883035
0.000882985
0.000882935
0.000882885
0.000882835
0.000882785
0.000882735
0.000882685
0.000882634
0.000882584
0.0012523
0.00125221
0.00125213
0.00125207
0.00125201
0.00125196
0.00125191
0.00125186
0.00125181
0.00125176
0.000450861
0.000450714
0.000450614
0.000450524
0.000221245
0.000221108
0.000221021
0.000220951
0.000220881
0.000220821
0.000220761
0.000220694
0.000220634
0.000220564
0.000220503
0.000220443
0.000220376
0.000220313
0.000220246
0.000220179
0.000158148
0.000158086
0.000158032
0.000157995
0.000157956
0.000157926
0.000157898
0.000157866
0.000157832
0.000126505
0.000126456
0.000126416
0.000126387
0.000111733
0.000111698
0.000111674
0.00011165
0.000156927
0.000156892
0.000156868
0.000156841
0.000123042
0.000123007
0.000122984
0.000122961
0.000122927
0.000103553
0.00010353
0.000103503
0.000103479
9.9985e-05
9.9962e-05
9.9938e-05
9.9915e-05
9.988e-05
0.00010039
0.000100361
0.000100338
0.000100315
0.000100279
0.000108159
0.000108137
0.000108113
0.00114124
0.000666827
0.0016665
0.00166637
0.00166627
0.00166619
0.00166612
0.00166605
0.00166598
0.00166589
0.00166582
0.00166574
0.00166567
0.0016656
0.00166544
0.00166533
0.00166526
0.00166519
0.00166512
0.00166504
0.00166497
0.0016649
0.00166484
0.00166476
0.00166469
0.00166462
0.00166455
0.00166447
0.0016644
0.00166433
0.00166425
0.00166417
0.0016641
0.00166403
0.00166396
0.00166389
0.00166383
0.00166376
0.00166369
0.00166363
0.00166357
0.00166351
0.00166343
0.00166335
0.00166329
0.00166324
0.00170331
0.00170326
0.00170323
0.0017032
0.00170318
0.00170315
0.00170312
0.0017031
0.00170308
0.00170305
0.00170303
0.001703
0.00170298
0.00170296
0.00170293
0.00170291
0.00170286
0.00170283
0.00170281
0.00170279
0.00170276
0.00170274
0.00170272
0.0017027
0.00170267
0.00170265
0.00170259
0.00170256
0.00170254
0.00170252
0.0017025
0.00170247
0.00170244
0.0017024
0.00170238
0.00170236
0.00170234
0.00170231
0.00170229
0.00170226
0.00170224
0.00170222
0.0017022
0.00170217
0.00170215
0.00170213
0.0017021
0.00170208
0.00170206
0.00170204
0.00170201
0.00170199
0.00170196
0.00170194
0.00170192
