flush_start_timestamp, 2020-05-18 20:15:25.857267, micros_stamp, 1589832925857267, duration_usec, 275386
flush_start_timestamp, 2020-05-18 20:15:31.414654, micros_stamp, 1589832931414654, duration_usec, 187322
flush_start_timestamp, 2020-05-18 20:15:35.421013, micros_stamp, 1589832935421013, duration_usec, 169917
flush_start_timestamp, 2020-05-18 20:15:39.733281, micros_stamp, 1589832939733281, duration_usec, 173227
flush_start_timestamp, 2020-05-18 20:15:43.904408, micros_stamp, 1589832943904408, duration_usec, 220090
flush_start_timestamp, 2020-05-18 20:15:47.280998, micros_stamp, 1589832947280998, duration_usec, 216701
