opq_vec
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
3
4
5
6
7
8
9
9
10
10
9
9
9
9
9
9
10
11
10
10
10
10
3
3
2
2
3
3
4
6
33
33
34
35
36
37
38
38
29
25
23
19
16
11
10
30
30
30
31
31
32
33
34
33
7
3
29
29
30
1
1
1
1
1
0
35
35
33
23
21
38
15
38
37
37
38
1
38
34
23
11
36
37
28
1
1
37
28
37
36
19
35
35
9
36
37
35
35
18
15
34
34
31
28
1
3
37
36
37
36
35
36
37
37
38
36
2
34
8
6
1
33
24
15
13
38
1
35
20
18
35
37
38
33
8
33
12
34
24
12
35
37
28
2
29
35
27
35
36
29
28
37
32
28
26
20
34
35
34
34
32
30
30
27
1
33
22
22
3
1
1
25
11
1
1
35
24
25
19
37
31
1
1
2
28
20
1
36
37
31
18
18
37
23
1
37
34
32
30
24
34
25
26
24
20
29
35
1
35
35
35
35
29
30
34
34
35
35
23
15
32
15
11
33
34
1
2
9
35
36
5
35
31
31
34
35
36
26
16
1
36
1
36
36
37
38
31
1
38
33
35
38
36
37
22
19
36
14
1
0
1
2
38
39
38
1
38
37
33
32
31
35
1
2
1
39
38
12
39
14
38
38
38
35
35
35
40
39
39
39
30
39
37
36
4
34
1
39
38
36
1
14
40
41
35
16
23
39
1
28
31
39
28
16
13
34
39
31
27
28
38
39
39
39
40
7
40
41
39
38
35
33
30
38
12
38
33
12
4
37
1
1
36
10
34
1
2
35
22
10
1
34
1
33
9
7
5
4
31
2
33
34
35
35
2
1
33
19
18
1
36
36
36
35
1
1
32
28
23
1
33
30
1
31
21
1
29
25
32
28
24
21
1
1
32
30
31
28
27
10
33
23
21
13
31
1
1
1
29
26
1
31
1
1
1
2
1
31
15
1
31
29
28
26
26
3
3
32
1
30
22
19
1
30
31
1
1
1
30
1
2
2
3
29
18
19
1
21
19
15
13
1
1
1
28
18
13
1
1
32
32
18
1
1
1
28
26
22
1
1
29
22
20
19
1
1
1
1
1
35
3
1
34
35
0
1
1
34
34
25
20
4
35
35
36
20
20
36
15
13
11
35
35
26
1
35
7
2
34
34
1
1
1
14
35
1
1
32
32
32
33
1
32
32
32
1
1
1
35
35
4
1
2
35
1
2
27
26
25
33
33
1
5
32
1
1
31
32
31
1
30
29
26
1
2
1
32
1
1
1
32
32
1
31
31
30
1
8
30
31
5
29
1
1
1
28
28
25
23
1
0
29
26
24
1
1
30
31
1
1
1
2
29
3
1
24
23
19
16
1
1
24
1
24
23
21
1
28
1
1
29
25
16
13
30
12
11
1
1
1
2
25
15
1
28
29
29
29
24
1
1
23
18
28
28
29
28
28
29
30
2
1
29
25
1
1
2
29
28
26
24
8
7
2
3
28
28
11
9
1
1
28
29
29
30
29
1
1
1
1
1
30
30
1
1
1
1
2
30
31
31
1
1
31
31
32
32
32
33
10
10
11
32
1
1
31
30
31
31
11
8
32
32
1
2
31
31
5
1
1
1
20
16
13
8
1
1
1
1
29
29
1
1
1
2
1
2
3
28
26
25
25
25
24
1
1
2
1
27
28
29
29
1
