opq_vec
1
8
1
1
1
56
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
3
4
5
6
7
8
9
10
11
12
12
13
13
9
8
5
4
2
2
1
1
0
0
1
1
1
1
1
1
1
1
1
1
1
1
36
36
37
38
39
40
40
41
41
41
39
38
45
44
40
5
45
46
42
26
44
44
45
45
46
45
14
45
1
44
17
45
45
31
46
43
42
13
1
1
45
6
45
44
43
0
42
23
40
44
43
44
42
1
44
0
43
44
45
44
33
1
39
44
44
1
44
45
41
41
28
3
0
37
6
1
36
41
38
0
45
44
36
12
39
35
25
41
30
14
34
26
26
12
41
44
42
0
45
28
40
45
39
44
40
1
37
1
41
44
36
44
45
1
42
44
45
41
40
1
45
1
42
44
34
44
45
44
40
44
41
20
41
33
40
44
45
44
43
1
42
19
40
44
39
40
36
1
35
45
34
44
40
44
42
2
44
18
40
20
40
2
45
1
44
1
41
44
42
44
39
44
45
1
37
23
35
44
41
44
42
32
36
44
32
17
41
44
44
44
42
1
41
44
42
44
42
44
45
44
44
2
41
30
35
22
39
44
43
4
40
2
44
44
44
44
45
1
42
44
41
44
44
44
39
44
43
1
41
22
37
1
34
44
45
1
34
44
42
44
44
38
39
1
38
44
42
45
43
44
43
1
44
1
44
45
44
44
44
37
44
39
1
43
4
45
45
41
45
1
36
8
44
43
21
38
5
40
1
39
16
39
44
32
45
35
23
40
44
42
44
44
0
44
44
42
1
44
28
38
1
44
1
41
44
44
0
38
14
36
1
45
1
40
1
44
1
40
44
44
45
42
1
40
1
42
38
45
44
45
44
45
1
45
38
44
41
27
1
45
1
43
43
35
14
37
3
45
15
43
1
45
11
45
44
45
44
45
1
45
44
42
44
45
1
44
1
36
1
41
39
41
17
44
1
43
1
45
33
39
8
41
13
42
1
39
45
45
45
41
1
45
32
43
1
45
15
41
44
39
44
41
1
42
43
41
6
44
44
45
5
41
1
44
44
41
1
45
45
45
44
44
38
40
44
45
12
45
1
38
43
39
10
44
45
40
1
42
44
41
44
39
3
44
1
44
44
45
39
42
35
44
42
43
43
1
43
40
33
42
45
45
1
40
44
45
38
37
44
43
1
43
1
40
44
42
44
45
1
45
45
44
41
43
44
37
44
42
20
44
37
28
8
42
13
37
44
35
1
41
0
44
44
40
44
45
45
45
44
44
44
33
14
43
44
45
17
39
44
44
44
43
44
41
1
40
35
45
40
44
44
44
44
4
45
44
45
44
44
44
41
8
44
1
44
9
7
44
45
46
42
4
1
45
6
42
44
45
44
42
45
36
44
43
1
42
44
45
44
44
4
41
1
45
44
35
44
44
44
45
45
37
19
35
1
34
44
41
1
44
45
45
1
45
44
45
45
38
1
44
37
42
39
1
43
1
41
43
39
43
42
43
43
1
35
43
43
43
40
7
39
43
44
1
35
1
35
24
2
40
43
38
1
43
17
44
1
43
28
44
1
34
0
42
43
42
43
39
15
40
35
18
42
41
38
42
42
1
40
5
40
17
42
43
40
42
42
1
42
28
36
42
41
42
40
1
40
14
30
42
43
42
40
1
42
1
42
39
30
37
1
41
31
43
41
1
41
27
39
43
44
1
40
22
43
43
37
15
12
40
15
38
37
10
40
45
45
1
38
44
41
44
45
27
42
35
44
44
45
44
45
1
45
1
45
44
45
44
45
1
45
44
45
44
44
44
45
44
45
8
42
44
33
43
30
15
44
1
44
45
39
44
40
45
41
1
42
44
44
32
41
45
41
45
46
46
40
42
43
39
37
9
44
44
40
44
43
40
8
43
43
1
44
44
16
43
45
34
0
36
44
42
1
40
44
41
44
42
44
45
3
42
1
44
28
42
25
13
1
39
1
37
45
44
44
42
33
37
44
42
1
43
25
37
44
44
44
45
1
38
2
45
17
41
9
44
0
42
1
41
29
39
44
42
44
45
1
44
44
43
44
45
1
43
1
41
9
41
42
40
1
42
26
39
1
37
42
39
1
44
1
43
1
37
43
43
41
44
35
44
45
1
41
44
44
11
45
44
38
44
41
1
45
17
45
13
44
11
45
5
45
45
38
44
45
44
45
44
45
45
43
27
44
4
45
36
44
1
44
45
46
44
39
44
42
2
43
42
43
44
45
44
45
30
44
1
45
44
45
45
44
44
45
44
41
44
44
45
42
44
41
44
40
1
40
44
42
2
44
44
42
2
41
45
45
1
45
31
44
0
45
1
41
1
40
12
1
40
34
16
44
1
43
31
37
43
44
35
44
44
1
41
1
44
44
38
1
45
1
44
1
44
44
42
44
43
44
41
38
40
44
43
44
38
22
39
37
1
39
28
28
39
38
41
44
45
18
42
1
43
29
42
44
40
1
44
5
41
44
37
1
44
1
45
1
43
44
37
44
38
44
40
1
41
5
44
44
45
13
43
1
42
23
44
45
43
32
43
41
1
37
24
6
37
2
39
37
44
41
31
37
28
44
44
45
25
38
31
1
34
43
44
28
45
34
44
41
1
42
44
45
44
40
44
45
1
45
1
44
44
40
44
44
44
40
0
45
19
45
44
45
44
45
43
43
41
43
44
42
43
1
1
44
44
44
7
44
43
44
43
44
3
44
43
44
20
44
11
44
1
40
44
41
43
42
33
32
43
39
43
44
1
39
1
1
36
2
32
44
1
34
21
1
40
44
45
44
44
1
34
44
36
44
44
44
45
44
41
1
37
38
41
42
43
43
1
43
28
1
39
26
1
44
30
25
1
34
1
34
12
14
42
44
43
1
31
32
44
40
44
39
39
38
1
35
44
45
44
40
44
45
1
45
45
29
1
32
44
42
44
40
1
36
1
35
44
45
44
28
15
38
1
35
23
21
21
44
43
40
35
44
36
40
40
44
40
44
40
1
43
1
36
38
24
16
34
28
14
1
34
44
45
44
43
40
25
1
41
7
45
44
40
44
44
45
42
44
33
44
39
22
42
1
38
1
35
24
40
22
0
1
44
1
38
44
45
1
43
1
35
43
44
42
13
33
6
35
44
27
44
44
1
33
11
1
34
1
44
44
44
1
34
27
11
44
45
45
36
44
44
1
35
1
37
23
39
44
36
1
36
1
42
44
41
44
40
44
42
43
32
6
37
1
35
32
16
42
0
40
39
36
44
40
1
34
13
32
35
43
44
44
44
36
44
37
1
38
23
37
44
35
1
36
1
31
44
42
44
44
44
42
6
44
44
45
44
44
22
34
44
44
1
39
1
35
5
40
44
45
1
37
44
41
1
37
43
44
44
1
32
44
42
39
36
1
35
1
45
1
35
42
31
44
36
44
40
1
29
44
37
34
32
1
32
1
13
12
8
45
42
37
44
38
44
37
1
44
44
44
44
44
44
42
1
34
19
41
40
35
41
38
1
30
15
6
28
1
38
44
44
44
43
1
38
44
44
44
32
43
39
1
1
37
38
44
37
44
45
44
39
1
35
42
35
1
45
1
37
44
32
44
37
22
31
44
44
44
32
1
36
44
44
1
41
37
37
