compact_start_timestamp, 2020-05-19 04:03:28.551080, micros_stamp, 1589861008551080, duration_usec, 314047
compact_start_timestamp, 2020-05-19 04:04:26.470870, micros_stamp, 1589861066470870, duration_usec, 633419
compact_start_timestamp, 2020-05-19 04:06:03.721037, micros_stamp, 1589861163721037, duration_usec, 606474
compact_start_timestamp, 2020-05-19 04:07:32.886592, micros_stamp, 1589861252886592, duration_usec, 591043
