opq_vec
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
3
4
5
6
7
8
9
10
10
11
12
12
11
11
10
10
10
10
11
10
10
9
8
7
6
6
4
3
3
4
28
32
33
34
35
36
37
38
39
1
1
38
38
39
39
11
14
0
0
18
16
1
1
39
39
38
39
17
39
38
39
38
39
38
39
38
1
34
37
38
37
38
1
38
38
37
38
1
38
36
23
37
0
37
37
37
36
37
2
37
30
35
36
37
1
35
32
1
35
31
29
1
30
21
19
1
1
31
1
37
36
35
13
37
37
36
1
37
36
0
37
34
1
0
27
37
38
37
38
38
38
37
37
24
37
3
37
36
37
11
36
37
1
37
11
37
38
35
1
36
36
36
36
36
35
34
8
23
21
1
34
34
17
1
1
34
1
1
4
35
34
18
8
36
13
1
1
34
32
17
14
30
1
1
1
37
26
37
31
6
34
38
31
37
31
37
37
38
38
30
14
35
36
36
1
7
36
1
35
17
1
35
35
1
30
14
1
35
35
1
1
33
29
10
25
8
33
33
34
34
31
1
32
0
35
30
1
36
1
30
30
13
1
0
36
35
5
5
1
37
1
38
1
37
37
1
1
36
30
1
2
37
38
38
17
1
38
33
27
8
1
29
19
33
38
32
1
39
31
11
2
38
37
36
28
26
39
35
24
28
39
37
37
1
33
13
1
1
39
24
40
39
40
40
40
40
1
32
7
1
31
12
40
26
2
39
40
1
35
17
39
1
35
20
5
40
39
36
35
39
32
0
30
14
32
1
1
36
32
1
31
18
16
33
21
18
35
36
1
35
34
30
1
24
20
34
34
35
35
34
27
33
33
34
31
34
35
35
1
1
35
1
35
36
35
34
35
35
1
33
34
1
33
34
34
1
26
24
32
32
33
34
1
26
10
31
32
19
1
28
23
1
23
11
14
23
1
2
2
31
7
1
24
22
22
1
2
2
20
18
1
1
31
32
33
32
31
32
33
27
1
25
17
1
1
29
26
1
21
13
1
1
2
2
3
3
23
21
1
1
29
26
24
23
22
1
32
32
33
1
26
24
10
9
1
1
23
22
1
30
30
28
24
24
24
2
3
1
1
33
5
1
1
1
28
26
24
35
36
24
1
18
16
7
34
35
35
30
1
33
31
30
8
1
1
35
1
1
15
12
1
1
21
4
4
1
1
1
32
29
1
1
26
23
20
20
1
29
26
26
1
1
2
0
34
1
24
22
19
16
34
27
23
20
19
31
31
29
1
26
15
14
1
1
2
21
1
1
1
1
25
23
22
1
20
14
1
30
30
31
7
1
28
23
1
1
2
26
17
17
16
1
26
24
23
18
1
25
17
1
1
2
26
19
1
24
22
23
21
1
31
30
1
24
23
1
1
26
18
1
29
18
1
1
1
27
21
12
30
31
31
31
19
1
2
29
23
1
1
1
27
27
25
22
1
1
28
29
30
31
7
5
4
1
1
29
29
29
30
4
3
1
29
29
1
2
2
2
2
28
28
29
6
4
4
30
30
28
27
26
1
1
1
30
31
5
2
1
1
2
1
2
31
23
1
1
1
18
31
31
30
31
31
31
19
22
1
1
2
0
1
30
24
23
21
1
1
30
31
1
1
1
1
29
28
27
1
1
1
2
3
28
29
27
26
23
1
2
2
1
1
1
1
27
27
27
7
5
1
1
2
2
26
27
