bluestore_deferred_writes_lat
0.000783611
0.00057937
0.000629067
0.00047655
0.000688295
0.000851003
0.000423783
0.000849234
0.000475605
0.000759653
0.000732865
0.000872401
0.00040453
0.000655408
0.000477629
0.000444213
0.00121446
0.000547029
0.000615854
0.000687016
0.000475074
0.000848851
0.00078534
0.00092046
0.000504214
0.000531993
0.000564451
0.000483681
0.000838796
0.000530002
0.000496177
0.000846178
0.000839383
0.000703113
0.000762326
0.000715525
0.000546944
0.00060056
0.00074211
0.000545452
0.000990027
0.000672405
0.000565091
0.000693931
0.000672906
0.000582898
0.000779978
0.000573364
0.00067204
0.000896002
0.000496064
0.000659537
0.000921705
0.000836264
0.000700857
0.00088331
0.000834995
0.000948736
0.00073877
0.000538205
0.000865663
0.000669471
0.000809586
0.00114157
0.000557296
0.000534022
0.000569996
0.000365537
0.000395269
0.000849666
0.000621361
0.000468675
0.000970824
0.000551677
0.000682199
0.000623002
0.000588165
0.000940326
0.000350068
0.000496874
0.000653195
0.000638224
0.0006372
0.000729734
0.000845956
0.000938478
0.000533098
0.000753972
0.000886871
0.000635752
0.000906445
0.00116316
0.000725492
0.000523483
0.000560887
0.000702561
0.000732071
0.000588185
0.000761266
0.00082393
0.000421136
0.000769754
0.000768188
0.00082391
0.000751236
0.000702515
0.000463688
0.000700783
0.00115941
0.000433214
0.000660925
0.000660408
0.000455357
0.000867248
0.000651153
0.000780694
0.000622381
0.000683501
0.000695701
0.00124585
0.000655334
0.000480541
0.000549605
0.000487164
0.00124055
0.000385124
0.000322923
0.00044279
0.000797922
0.000546492
0.00117255
0.000784353
0.000678981
0.000907921
0.000586644
0.000706431
0.000717164
0.000431416
0.00050073
0.000697609
0.00110355
0.000955971
0.000878715
0.000965316
0.00118279
0.00077101
0.00050892
0.000456757
0.000745361
0.00107277
0.000479646
0.000712128
0.000744269
0.00101037
0.000962307
0.000611775
0.000656415
0.000758652
0.000736706
0.00100437
0.000566007
0.00064827
0.000917013
0.000547077
0.00116851
0.000587827
0.000870924
0.000687134
0.000826501
0.00111941
0.000385515
0.000770388
0.000596238
0.00114002
0.000523234
0.00073462
0.000763305
0.000378352
0.000875496
0.000612216
0.000600091
0.000381766
0.000671424
0.00106176
0.000732735
0.000829793
0.000862779
0.00078955
0.00123721
0.000764831
0.00108378
0.00116122
0.00107039
0.000889523
0.000660817
0.000747057
0.000533563
0.000790055
0.000574836
0.00036688
0.000673805
0.000436041
0.000445137
0.000638728
0.000432605
0.000398371
0.000459262
0.000388794
0.000413525
0.000411118
0.000694097
0.000797371
0.0014424
0.00141783
0.000790253
0.00100852
0.00169094
0.00200308
0.00112459
0.000874066
0.00184709
0.000569523
0.00135204
0.00100893
0.00131654
0.00128063
0.000599404
0.00102375
0.00149909
0.000928429
0.00158207
0.000963555
0.00150658
0.00150959
0.0014245
0.000785839
0.00111839
0.00159125
0.00141342
0.00163037
0.00124906
0.00116172
0.00145026
0.00120056
0.00193738
0.0013776
0.000497961
0.00139432
0.00128265
0.00111305
0.00164588
0.000767
0.00269399
0.000404518
0.00288306
0.000595701
0.00224771
0.00155754
0.0018561
0.000395218
0.000330234
0.000363372
