kv_sync_lat
0.000392907
0.000359753
0.000420203
0.00133765
0.00303792
0.0033883
0.00135331
0.000843542
0.00220733
0.00362371
0.00137696
0.000883157
0.00207622
0.00294197
0.00141935
0.000612593
0.00267154
0.00329689
0.000653188
0.000877262
0.00180967
0.00250332
0.00171408
0.000674418
0.00120989
0.00195559
0.00149926
0.00177606
0.00196813
0.00153548
0.00170238
0.00146917
0.00168623
0.00232232
0.0025992
0.00306727
0.00259788
0.00312676
0.00255757
0.00250246
0.00237269
0.00264294
0.00247616
0.00257852
0.00298716
0.0025992
0.00284152
0.0025869
0.00238032
0.00232352
0.00267548
0.0017121
0.00175941
0.00183257
0.00191948
0.00213772
0.00258994
0.00291487
0.00235183
0.00170713
0.00124292
0.00166984
0.00237819
0.00253893
0.00208371
0.00240917
0.00260969
0.00244412
0.00239908
0.00277942
0.00279989
0.00262141
0.00191249
0.00198561
0.00215801
0.00195073
0.0013517
0.00200398
0.00266502
0.00282391
0.0025036
0.00215222
0.00207306
0.00222504
0.0019028
0.00130795
0.0021368
0.00250544
0.00152814
0.00149318
0.00181565
0.00165927
0.00256489
0.00235204
0.00165828
0.00155097
0.00227591
0.00280911
0.00218795
0.00215282
0.00225561
0.00198267
0.00162909
0.0014949
0.000738009
0.00128023
0.00179287
0.000970354
0.00144665
0.000704717
0.000645363
0.00141907
0.0020381
0.00185868
0.00146232
0.00259023
0.00230131
0.00133915
0.000856207
0.00128825
0.00161083
0.00153255
0.00138017
0.00264161
0.00213635
0.00130166
0.00208074
0.00230467
0.00248369
0.00225296
0.00219991
0.00229341
0.00197269
0.00177511
0.00245606
0.00169828
0.00158347
0.00219112
0.00157845
0.00154271
0.00231014
0.00226768
0.00230443
0.00243297
0.00262158
0.00169536
0.00134458
0.00180331
0.00225702
0.00233401
0.00255019
0.00278548
0.00260587
0.00174961
0.00117564
0.00188063
0.00257594
0.00211613
0.00121878
0.00182315
0.00201228
0.00199327
0.00111263
0.0017825
0.0021596
0.00163555
0.00137019
0.00237191
0.00292349
0.00214225
0.0013106
0.00164987
0.00238976
0.00215616
0.00137453
0.00152527
0.00213856
0.00270143
0.00226176
0.00149019
0.00155134
0.00242962
0.00213231
0.00122163
0.0019309
0.00241536
0.00219451
0.00142633
0.00153628
0.0022094
0.00176745
0.00138465
0.00226665
0.00246429
0.00210382
0.00245511
0.00185238
0.00130815
0.00239962
0.00268523
