opq_vec
1
1
1
1
2
3
1
1
1
2
1
1
1
1
1
1
1
1
1
1
2
3
3
4
5
6
7
8
9
10
11
12
13
13
13
11
9
4
3
1
1
1
1
1
1
1
1
1
1
0
1
1
1
1
1
1
2
9
36
37
38
39
40
40
41
42
43
44
44
1
45
41
23
1
35
33
1
45
10
1
45
26
1
1
43
31
15
1
45
1
1
45
28
0
1
41
1
1
0
1
46
1
45
24
1
10
41
28
16
1
45
1
1
45
45
12
0
20
6
1
1
45
45
1
45
1
1
45
44
41
13
1
45
37
17
1
45
45
31
1
45
44
19
1
45
26
10
1
45
25
1
45
39
16
11
45
1
1
1
44
45
18
1
45
26
1
16
1
1
1
45
33
1
45
30
1
9
1
14
37
6
1
45
14
1
45
5
1
45
9
6
1
4
1
1
45
42
1
45
45
42
10
45
39
15
1
23
5
1
30
1
44
45
40
1
40
14
4
1
36
1
1
16
1
1
36
1
1
42
2
0
1
11
1
1
44
1
44
36
15
1
1
43
1
1
45
39
4
1
45
44
30
1
45
1
1
1
40
34
1
17
16
1
42
1
1
1
45
38
1
45
26
0
1
31
20
4
1
45
1
1
17
11
1
1
45
1
1
21
13
1
1
45
1
36
15
9
1
1
9
1
0
45
26
1
8
3
1
1
4
1
1
45
1
1
45
24
1
1
45
1
1
44
44
40
26
1
45
7
1
45
16
1
1
29
21
10
1
10
1
1
19
1
1
22
1
1
45
1
1
43
32
1
1
46
45
45
1
45
37
14
1
42
27
17
1
45
1
1
45
19
1
1
1
1
1
1
1
1
43
38
1
27
1
1
1
45
1
40
8
1
1
1
36
17
1
44
1
1
45
45
45
1
45
33
1
1
45
45
44
1
41
38
16
0
45
10
3
45
45
22
1
44
37
22
10
37
11
1
32
16
2
45
1
41
45
24
24
1
45
1
1
24
13
1
1
45
0
1
45
39
6
1
45
45
23
1
46
2
1
1
1
45
45
1
36
36
22
1
45
30
1
43
35
7
1
29
1
1
40
32
3
45
0
1
27
22
1
1
45
15
1
45
44
25
22
21
1
45
6
1
1
45
45
1
33
24
1
1
45
9
0
34
32
7
1
45
10
1
45
1
1
41
44
45
34
1
45
14
1
42
29
3
1
34
1
1
45
45
1
46
41
16
1
45
44
32
1
40
1
1
1
46
1
1
1
46
1
45
39
13
1
43
24
20
1
34
24
1
18
1
1
2
1
1
45
1
1
39
27
12
1
19
1
1
1
45
26
1
32
13
1
1
17
1
1
45
1
1
45
13
1
1
17
1
1
45
21
1
21
0
1
18
1
2
45
38
1
45
45
24
1
43
43
7
1
22
21
1
1
29
1
38
37
21
1
45
27
1
29
7
1
1
15
5
1
13
8
1
44
29
2
2
27
1
45
1
44
40
39
6
1
32
13
1
45
33
1
19
4
1
1
42
10
1
45
40
1
45
9
1
10
45
1
0
44
44
35
10
1
34
18
12
43
28
1
1
38
1
41
20
7
45
1
1
43
39
7
1
45
20
1
18
1
1
23
1
20
45
9
1
45
1
1
1
1
45
45
1
37
35
12
1
25
10
1
45
1
44
45
32
5
1
45
13
1
1
45
41
29
1
45
30
1
24
1
1
45
45
1
21
11
1
1
